joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5758296847343445,0.0,0.0,0.0,0.15369629859924316,0.0,0.0,0.0,0.1327223777770996,0.0,0.05406513065099716,0.0,0.01060581486672163,0.0,0.058805327862501144,0.0,0.04888346418738365,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5658137202262878,0.0,0.0,0.0,0.1580568253993988,0.0,0.0,0.0,0.14010241627693176,0.0,0.050776444375514984,0.0,0.01090471912175417,0.0,0.057055432349443436,0.0,0.05171705409884453,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55548495054245,0.0,0.0,0.0,0.16345933079719543,0.0,0.0,0.0,0.14883628487586975,0.0,0.04601870849728584,0.0,0.011275596916675568,0.0,0.05452888831496239,0.0,0.05506907403469086,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5457404851913452,0.0,0.0,0.0,0.16943500936031342,0.0,0.0,0.0,0.15819571912288666,0.0,0.04013887792825699,0.0,0.01168961450457573,0.0,0.051408275961875916,0.0,0.05866546556353569,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.537447452545166,0.0,0.0,0.0,0.17546069622039795,0.0,0.0,0.0,0.16739226877689362,0.0,0.033735476434230804,0.0,0.01210893876850605,0.0,0.0480080209672451,0.0,0.062203165143728256,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5312818884849548,0.0,0.0,0.0,0.18099796772003174,0.0,0.0,0.0,0.1756230741739273,0.0,0.027503564953804016,0.0,0.012493155896663666,0.0,0.04469579830765724,0.0,0.06536997109651566,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5276548266410828,0.0,0.0,0.0,0.1855306476354599,0.0,0.0,0.0,0.18212072551250458,0.0,0.02210487239062786,0.0,0.012804781086742878,0.0,0.04182473197579384,0.0,0.06786710023880005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5266745090484619,0.0,0.0,0.0,0.1886255145072937,0.0,0.0,0.0,0.1862454116344452,0.0,0.01804467663168907,0.0,0.013015376403927803,0.0,0.039666950702667236,0.0,0.06944767385721207,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5281168818473816,0.0,0.0,0.0,0.1900101751089096,0.0,0.0,0.0,0.18761545419692993,0.0,0.015559926629066467,0.0,0.013111768290400505,0.0,0.03835147246718407,0.0,0.06996926665306091,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5315656661987305,0.0,0.0,0.0,0.1895972490310669,0.0,0.0,0.0,0.18614910542964935,0.0,0.01475546881556511,0.0,0.013092555105686188,0.0,0.03793589770793915,0.0,0.0694044902920723,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5365166068077087,0.0,0.0,0.0,0.18748435378074646,0.0,0.0,0.0,0.18206530809402466,0.0,0.015657594427466393,0.0,0.012965217232704163,0.0,0.038434818387031555,0.0,0.06783842295408249,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5426174998283386,0.0,0.0,0.0,0.18397949635982513,0.0,0.0,0.0,0.1758592128753662,0.0,0.018254289403557777,0.0,0.012743544764816761,0.0,0.039843738079071045,0.0,0.06545297801494598,0.0
