joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6262184381484985,0.0,0.0,0.0,-0.672612339258194,0.0,0.0,0.0,-0.11690519750118256,0.0,-1.5963178128004074,0.0,0.02819714427459985,0.0,-0.7344480603933334,0.0,0.05995938554406166,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.364907205104828,0.0,0.0,0.0,-0.2540621906518936,0.0,0.0,0.0,0.2560943365097046,0.0,-1.6063908115029335,0.0,0.049472238606540486,0.0,-0.7675390690565109,0.0,0.18644127994775772,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678416669368744,0.0,0.0,0.0,0.2245042473077774,0.0,0.0,0.0,0.658213347196579,0.0,-1.572313904762268,0.0,0.06754048226866871,0.0,-0.7820045575499535,0.0,0.31558265909552574,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7742373049259186,0.0,0.0,0.0,0.6696397438645363,0.0,0.0,0.0,1.0185398161411285,0.0,-1.6296682879328728,0.0,0.08197175702662207,0.0,-0.8381986990571022,0.0,0.4291861318051815,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8481793105602264,0.0,0.0,0.0,1.0034061968326569,0.0,0.0,0.0,1.2623533606529236,0.0,-1.8082062801113352,0.0,0.09204480447806418,0.0,-0.9495117235928774,0.0,0.5045607686042786,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016473233699798584,0.0,0.0,0.0,1.1774344369769096,0.0,0.0,0.0,1.3335831463336945,0.0,-2.005509100854397,0.0,0.0954257498960942,0.0,-1.0640091059030965,0.0,0.5201071500778198,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6923019886016846,0.0,0.0,0.0,1.1780455708503723,0.0,0.0,0.0,1.204828917980194,0.0,-2.0527723158011213,0.0,0.08916816441342235,0.0,-1.093323901295662,0.0,0.4616718739271164,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2712210416793823,0.0,0.0,0.0,1.0262440890073776,0.0,0.0,0.0,0.8846897631883621,0.0,-1.8342755734920502,0.0,0.07251567440107465,0.0,-0.9741377289174125,0.0,0.32888054847717285,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6830220818519592,0.0,0.0,0.0,0.7530860602855682,0.0,0.0,0.0,0.40292367339134216,0.0,-1.3555938377976418,0.0,0.04859778564423323,0.0,-0.7078100461512804,0.0,0.1334063708782196,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8649660050868988,0.0,0.0,0.0,0.386592373251915,0.0,0.0,0.0,-0.19387975335121155,0.0,-0.7278135046362877,0.0,0.024213222786784172,0.0,-0.35684630274772644,0.0,-0.10163988918066025,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7667092382907867,0.0,0.0,0.0,-0.03961734473705292,0.0,0.0,0.0,-0.827404111623764,0.0,-0.09687952697277069,0.0,0.006379047408699989,0.0,-0.00750543549656868,0.0,-0.34041106700897217,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4007553458213806,0.0,0.0,0.0,-0.4732813686132431,0.0,0.0,0.0,-1.391233503818512,0.0,0.43296925723552704,0.0,-0.002607423812150955,0.0,0.2772882580757141,0.0,-0.5418406799435616,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8576512336730957,0.0,0.0,0.0,-0.844075158238411,0.0,0.0,0.0,-1.781650260090828,0.0,0.822344608604908,0.0,-0.005742465145885944,0.0,0.4759236704558134,0.0,-0.6717760115861893,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2789214253425598,0.0,0.0,0.0,-1.0777950286865234,0.0,0.0,0.0,-1.9250739365816116,0.0,1.087620109319687,0.0,-0.007743737660348415,0.0,0.6036048755049706,0.0,-0.7106837816536427,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19478946924209595,0.0,0.0,0.0,-1.1233404278755188,0.0,0.0,0.0,-1.7999695613980293,0.0,1.2686180882155895,0.0,-0.012332177720963955,0.0,0.6897190352901816,0.0,-0.6574372760951519,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4760667681694031,0.0,0.0,0.0,-0.979657843708992,0.0,0.0,0.0,-1.4426309615373611,0.0,1.3796485029160976,0.0,-0.019099912606179714,0.0,0.7457014638930559,0.0,-0.5268672481179237,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5483716726303101,0.0,0.0,0.0,-0.6884733214974403,0.0,0.0,0.0,-0.9247101843357086,0.0,1.4002620882820338,0.0,-0.023908820003271103,0.0,0.7591440109536052,0.0,-0.34257699735462666,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46129822731018066,0.0,0.0,0.0,-0.3124536946415901,0.0,0.0,0.0,-0.33551156520843506,0.0,1.301478175446391,0.0,-0.02287828829139471,0.0,0.7100593764334917,0.0,-0.13349531218409538,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2982795238494873,0.0,0.0,0.0,0.08296072483062744,0.0,0.0,0.0,0.2342570573091507,0.0,1.0715554759372026,0.0,-0.01441100612282753,0.0,0.588446669280529,0.0,0.07002209313213825,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13780295848846436,0.0,0.0,0.0,0.4421574994921684,0.0,0.0,0.0,0.7106844335794449,0.0,0.7305700797587633,0.0,4.144385457038879e-06,0.0,0.4043680615723133,0.0,0.24223458021879196,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032810866832733154,0.0,0.0,0.0,0.7236586883664131,0.0,0.0,0.0,1.0485343635082245,0.0,0.3334907814860344,0.0,0.016773981042206287,0.0,0.18896153196692467,0.0,0.3668724559247494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027552247047424316,0.0,0.0,0.0,0.9031038731336594,0.0,0.0,0.0,1.2358114123344421,0.0,-0.03858497366309166,0.0,0.0316631980240345,0.0,-0.012336578220129013,0.0,0.4388274624943733,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01265406608581543,0.0,0.0,0.0,0.9685292840003967,0.0,0.0,0.0,1.2794071808457375,0.0,-0.30705835670232773,0.0,0.0411404762417078,0.0,-0.15696920454502106,0.0,0.4592687822878361,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055602192878723145,0.0,0.0,0.0,0.918995589017868,0.0,0.0,0.0,1.1936713010072708,0.0,-0.43155066668987274,0.0,0.04339271690696478,0.0,-0.22425903007388115,0.0,0.43225400149822235,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1143336296081543,0.0,0.0,0.0,0.7674984633922577,0.0,0.0,0.0,0.9984787553548813,0.0,-0.4300714936107397,0.0,0.03889324143528938,0.0,-0.22472869604825974,0.0,0.3646708093583584,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17560720443725586,0.0,0.0,0.0,0.5395133048295975,0.0,0.0,0.0,0.7204726338386536,0.0,-0.34332387149333954,0.0,0.02930068876594305,0.0,-0.18032528460025787,0.0,0.2661909908056259,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225163996219635,0.0,0.0,0.0,0.2688013017177582,0.0,0.0,0.0,0.39329230785369873,0.0,-0.206705741584301,0.0,0.016644666902720928,0.0,-0.1097237691283226,0.0,0.1489628106355667,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25359541177749634,0.0,0.0,0.0,-0.007118657231330872,0.0,0.0,0.0,0.05395933985710144,0.0,-0.055482517927885056,0.0,0.003352295607328415,0.0,-0.0313369557261467,0.0,0.02654939889907837,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24661123752593994,0.0,0.0,0.0,-0.2516217529773712,0.0,0.0,0.0,-0.2595629543066025,0.0,0.08970322087407112,0.0,-0.008801417425274849,0.0,0.04432192072272301,0.0,-0.0876525416970253,0.0
